"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sel2_SRR1719013","sel2_SRR1719014","sel2_SRR1719015","sel2_SRR1719016","sel2_SRR1719017","sel2_SRR1719018","sel2_SRR1719204","sel2_SRR1719206","sel2_SRR1719207","sel2_SRR1719208","sel2_SRR1719209","sel2_SRR1719211","sel2_SRR1719212","sel2_SRR1719213","sel2_SRR1719214","sel2_SRR1719241","sel2_SRR1719242","sel2_SRR1719266"
"62","maker-NW_015504334.1-augustus-gene-4.16-mRNA-1",13125.2638645684,-0.134997292382966,0.122030961671785,-1.10625443357609,0.268616408286938,0.491184289438972,10451.7539255085,11744.5067209108,14374.7105109518,8981.87207246239,10467.5532570116,12300.7133243202,10419.4864306998,15742.897843228,13671.4501025742,16814.2344350187,16682.1502471088,14568.7116926899,12517.5251383328,15328.2054894383,13721.4782498666,13791.8584520941,12626.5516155903,12049.0900544243
"63","maker-NW_015504334.1-augustus-gene-4.2-mRNA-1",578.409601755028,0.188094937912548,0.17363560647062,1.08327399970452,0.278686822332155,0.495443239701609,687.921072153127,766.184035846927,736.781329115787,929.61066639188,802.072461012526,769.55544267096,543.53838965353,500.6553737717,445.770883705705,482.477294409818,354.600625589246,451.358725436131,434.897699796192,579.828405457484,539.278259988043,288.188087058682,672.10607346449,426.54800606827
"64","maker-NW_015504334.1-augustus-gene-4.26-mRNA-1",30.6652442612719,0.187383698506663,0.245350266336277,0.76373953574534,0.445022475374536,0.693717457320868,19.3598800793563,21.8909724527693,19.2203824986727,57.0485419013125,15.7932692745083,38.2603835904206,32.2343830264874,35.3690763444075,46.8630929023946,18.862281057174,49.2098827348341,29.5687797010182,10.4119154647339,41.4711707214624,31.1803461753928,14.1964574905755,46.082305166388,24.9512761209852
"65","maker-NW_015504334.1-augustus-gene-4.31-mRNA-1",1091.60065897143,0.0517316036286596,0.132144506975682,0.391477518155028,0.695444303317243,0.824230285413028,1179.66202616878,1124.95275104509,975.968311321492,999.752316270543,999.48832694388,854.771751576896,1108.19585784165,1042.77794049891,774.955536288379,945.099556127875,1259.19405821487,1089.69649898164,1225.40235854176,1019.11562124779,1087.06025075119,1783.07506081628,932.079832799396,1247.56380604926
"66","maker-NW_015504334.1-augustus-gene-4.36-mRNA-1",1108.04123821598,0.270632223080985,0.112279129112671,2.41035199702526,0.0159371360719927,0.0702025903526146,1143.52358335398,1138.33056754401,1180.98572464067,1190.53760394051,1062.66140404191,1159.98526612775,1057.06545717895,1062.90172531556,814.960615595302,1027.49794179869,1034.85488692372,739.219492525456,905.836645431848,1127.40145590939,1337.92030861685,1409.70822881414,1094.67211706571,1456.67926306323
"67","maker-NW_015504334.1-augustus-gene-4.47-mRNA-1",623.440603306811,0.0230993208476441,0.1335165700303,0.173007146921179,0.862645809906508,0.920155530566942,700.827658872698,715.105100123799,653.493004954872,592.930746974297,717.465661327661,572.16664551129,709.156426582724,589.687876293829,739.522466045105,565.868431715219,503.677623285949,392.221166034095,619.108511864561,536.053280807051,629.984721589185,455.706285447472,807.744556595745,721.210695497047
"68","maker-NW_015504334.1-augustus-gene-4.51-mRNA-1",1701.27166094076,-0.315435646896563,0.130258716477527,-2.42160874470911,0.015451977092106,0.0702025903526146,1506.19867017392,1799.92440167215,2117.44547193711,1123.20162005699,1200.28846486263,1403.46043443043,1921.83614664816,2491.6904472974,1874.52371609578,1534.79402707321,2153.65604439509,2083.72929893058,1259.8417712328,1699.55001493697,1358.47099132336,1731.96781385021,1618.0975455594,1744.21301645744
"69","maker-NW_015504334.1-augustus-gene-4.57-mRNA-1",206.292220292141,-0.488569910168513,0.159094222235107,-3.07094690997963,0.00213381087981514,0.0273127792616338,243.934488999889,194.586421802394,262.678560815194,136.542411763797,151.164148770293,166.954401121835,193.406298158925,324.419803710773,226.314448650589,201.528581821385,328.548334729628,269.59769727399,151.373232525746,148.989020740069,208.341403990124,200.170050617114,193.023995225248,111.686664541553
"70","maker-NW_015504334.1-augustus-gene-5.12-mRNA-1",1897.5398630871,-0.503544238332695,0.147145083359916,-3.42209353404646,0.000621409326134529,0.00994254921815247,2389.00920179257,2885.95986835676,1964.75021097543,1934.03909265433,2037.33173641157,1161.72437447277,2646.55399951954,2381.92434829751,2044.83105371668,1478.20718390169,2671.80716260305,1406.25637578078,2208.12699509779,1679.58241421923,1169.26298157723,1429.58326930095,1541.58352943407,1125.18373745585
"71","maker-NW_015504334.1-augustus-gene-5.21-mRNA-1",2830.56442684425,-0.108890831158076,0.173377896829895,-0.628054862523285,0.529968000741771,0.74058430805676,1941.15064262346,1793.84357599082,2537.0904898248,1777.85701892451,1704.54499098443,1946.9317922489,2778.82612297306,2778.30192801932,3304.41955075178,4794.99039506054,3848.50229976247,3170.8167879386,2427.57813643142,4476.58248398897,2536.94634790696,3520.72145766271,2948.39805319286,2662.65760891084
"72","maker-NW_015504334.1-augustus-gene-6.11-mRNA-1",15.5130641120661,-0.155714936915352,0.268058073478391,-0.580900007579531,0.561307847251067,0.74058430805676,7.74395203174252,19.4586421802394,3.20339708311212,3.74088799352869,5.64045331232438,5.21732503505735,3.33459134756767,5.48830494999427,8.00101586138445,23.8260392301145,23.1575918752161,32.1777896746375,44.8513281557767,39.9352014354823,2.83457692503571,14.1964574905755,4.34738727984793,32.0802121555523
"73","maker-NW_015504334.1-augustus-gene-6.3-mRNA-1",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","maker-NW_015504334.1-augustus-gene-6.4-mRNA-1",287.919265401877,-0.297447893486811,0.178679105422293,-1.66470440281094,0.0959717441699636,0.254766852490057,305.88610525383,437.819449055387,140.949471656933,191.720509668345,367.757555963549,120.868029978829,393.481779012985,329.298296999656,308.610611796257,240.245895570321,286.575199455799,317.429546790343,414.073868866725,248.827024328775,284.166336734829,272.571983819049,247.801074951332,274.464037330837
"75","maker-NW_015504334.1-augustus-gene-6.6-mRNA-1",21319.6622067477,-0.372508871411458,0.133360079399712,-2.79325622096369,0.00521803428056615,0.0477077419937476,27404.5555816648,29999.1454162479,27405.0620460242,19083.2048769882,20213.1284900456,21308.4249973467,24154.668191331,24502.2325434189,27493.7765042488,13830.0230214469,23169.1706711537,20919.0419684792,19944.4245309849,14874.3265654312,13924.1505000066,19329.8965191675,21816.0588477329,14382.6284497393
"76","maker-NW_015504334.1-augustus-gene-8.8-mRNA-1",87.9354604758012,0.478958377113197,0.189143944859432,2.5322427184711,0.0113335508672446,0.0702025903526146,50.3356882063264,80.2668989934876,73.6781329115787,110.356195809096,102.656250284304,103.476946528637,80.030192341624,47.565309566617,37.7190747750981,114.166437977632,63.6833776568442,75.6612892349584,103.318238073129,77.5664489419946,131.099182782901,80.9198076962801,133.899528219316,116.439288564597
"77","maker-NW_015504334.1-augustus-gene-9.1-mRNA-1",2200.59647553205,-0.191434962776919,0.16395237915539,-1.16762540295607,0.242957898804365,0.471191076469072,1924.37207988802,1621.1481266412,1533.359403783,1880.73143874655,1587.22356208808,1638.24006100801,2060.77745279682,2971.00241293023,1945.38985658233,2299.21278570605,3349.16672495312,3685.6614227328,2045.5409305331,2234.06732645804,1982.78655906248,2897.49697382645,1321.60573307377,2632.95370876681
