"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sel2_SRR1719013","sel2_SRR1719014","sel2_SRR1719015","sel2_SRR1719016","sel2_SRR1719017","sel2_SRR1719018","sel2_SRR1719204","sel2_SRR1719206","sel2_SRR1719207","sel2_SRR1719208","sel2_SRR1719209","sel2_SRR1719211","sel2_SRR1719212","sel2_SRR1719213","sel2_SRR1719214","sel2_SRR1719241","sel2_SRR1719242","sel2_SRR1719266"
"1","maker-NW_015504334.1-augustus-gene-22.6-mRNA-1",162.624197472236,-1.77678835090477,0.265604660721013,-6.68959778823717,2.23784805225109e-11,1.4322227534407e-09,138.100477899408,243.233027252993,238.119183178001,3.74088799352869,0,2.60866251752868,344.574439248659,292.709597333028,188.595373875491,693.933392577084,438.546896136904,335.692616605677,4.0045828710515,0.767984642990045,0,0,2.60843236790876,0
"2","maker-NW_015504334.1-augustus-gene-11.39-mRNA-1",225.105520434656,-0.800806775103038,0.182709087329247,-4.38296084124136,1.17077163266961e-05,0.000374646922454275,286.526225174473,280.934146477207,289.373536507795,150.57074173953,137.627060820715,115.650704943771,365.693517783254,182.333686672032,419.481831589727,185.644555667975,311.180140823216,326.126246702407,205.034642997837,139.005220381198,170.074615502142,153.321740898215,260.843236790876,72.4775163514331
"3","augustus_masked-NW_015504334.1-processed-gene-8.9-mRNA-1",94.6347021866411,0.830643490925318,0.207432228171638,4.00440904601385,6.21727057553157e-05,0.0013263510561134,60.6609575819831,29.1879632703591,28.8305737480091,110.356195809096,92.5034343221198,104.346500701147,77.8071314432455,46.3456862443961,59.4361178274273,106.224424900927,53.5519312114371,73.0522792613391,115.331986686283,148.989020740069,145.980711639339,120.669888669891,149.550122426769,180.599712875702
"4","maker-NW_015504334.1-augustus-gene-5.12-mRNA-1",1897.5398630871,-0.503544238332695,0.147145083359916,-3.42209353404646,0.000621409326134529,0.00994254921815247,2389.00920179257,2885.95986835676,1964.75021097543,1934.03909265433,2037.33173641157,1161.72437447277,2646.55399951954,2381.92434829751,2044.83105371668,1478.20718390169,2671.80716260305,1406.25637578078,2208.12699509779,1679.58241421923,1169.26298157723,1429.58326930095,1541.58352943407,1125.18373745585
"5","maker-NW_015504334.1-augustus-gene-4.57-mRNA-1",206.292220292141,-0.488569910168513,0.159094222235107,-3.07094690997963,0.00213381087981514,0.0273127792616338,243.934488999889,194.586421802394,262.678560815194,136.542411763797,151.164148770293,166.954401121835,193.406298158925,324.419803710773,226.314448650589,201.528581821385,328.548334729628,269.59769727399,151.373232525746,148.989020740069,208.341403990124,200.170050617114,193.023995225248,111.686664541553
"6","maker-NW_015504334.1-augustus-gene-0.6-mRNA-1",388.628288668372,0.4111960794859,0.144365934251272,2.84829022593518,0.00439548200827538,0.0468851414216041,273.619638454902,362.417210606959,332.085497615956,365.67180136743,373.398009275874,374.77784835162,355.689743740551,221.361632983102,272.034539287071,383.202130951008,374.86351848006,359.173706368251,411.671119144094,370.936582564192,507.389269581391,678.590668049507,478.212600783272,500.213678425464
"7","maker-NW_015504334.1-augustus-gene-6.6-mRNA-1",21319.6622067477,-0.372508871411458,0.133360079399712,-2.79325622096369,0.00521803428056615,0.0477077419937476,27404.5555816648,29999.1454162479,27405.0620460242,19083.2048769882,20213.1284900456,21308.4249973467,24154.668191331,24502.2325434189,27493.7765042488,13830.0230214469,23169.1706711537,20919.0419684792,19944.4245309849,14874.3265654312,13924.1505000066,19329.8965191675,21816.0588477329,14382.6284497393
